algo,size(bytes),avg_proc_time(ms),std_err(ms),std_dev(ms)
shamir,143000,0.4797,0.0234,0.0739
shamir,144000,0.4629,0.0162,0.0512
shamir,145000,0.4820,0.0240,0.0760
shamir,146000,0.4759,0.0202,0.0639
shamir,147000,0.4805,0.0248,0.0785
shamir,148000,0.4448,0.0172,0.0545
shamir,149000,0.4470,0.0143,0.0452
shamir,150000,0.4550,0.0172,0.0544
shamir,151000,0.4600,0.0151,0.0478
shamir,152000,0.4533,0.0153,0.0485
shamir,153000,0.4486,0.0152,0.0481
shamir,154000,0.4588,0.0157,0.0498
shamir,155000,0.4594,0.0152,0.0481
shamir,156000,0.4713,0.0175,0.0554
shamir,157000,0.4676,0.0178,0.0564
shamir,158000,0.4689,0.0159,0.0504
shamir,159000,0.5057,0.0209,0.0660
shamir,160000,0.4781,0.0167,0.0527
shamir,161000,0.4772,0.0151,0.0478
shamir,162000,0.4814,0.0125,0.0396
shamir,163000,0.4904,0.0172,0.0543
shamir,164000,0.4925,0.0154,0.0488
shamir,165000,0.4784,0.0143,0.0453
shamir,166000,0.5022,0.0164,0.0518
shamir,167000,0.4909,0.0145,0.0457
shamir,168000,0.4959,0.0174,0.0552
shamir,169000,0.5078,0.0181,0.0573
shamir,170000,0.5027,0.0168,0.0530
shamir,171000,0.5143,0.0196,0.0619
shamir,172000,0.5077,0.0150,0.0476
shamir,173000,0.5126,0.0190,0.0600
shamir,174000,0.5187,0.0195,0.0615
shamir,175000,0.5219,0.0182,0.0576
shamir,176000,0.5271,0.0130,0.0411
shamir,177000,0.5253,0.0175,0.0553
shamir,178000,0.5216,0.0180,0.0568
shamir,179000,0.5243,0.0160,0.0505
shamir,180000,0.5924,0.0250,0.0789
shamir,181000,0.6003,0.0261,0.0825
shamir,182000,0.5480,0.0177,0.0561
shamir,183000,0.5494,0.0180,0.0569
shamir,184000,0.5855,0.0195,0.0616
shamir,185000,0.5677,0.0179,0.0568
shamir,186000,0.5585,0.0183,0.0578
shamir,187000,0.5732,0.0211,0.0668
shamir,188000,0.5657,0.0181,0.0572
shamir,189000,0.5890,0.0192,0.0606
shamir,190000,0.5918,0.0211,0.0666
shamir,191000,0.5771,0.0200,0.0634
shamir,192000,0.5765,0.0193,0.0611
shamir,193000,0.5776,0.0225,0.0711
shamir,194000,0.5805,0.0199,0.0629
shamir,195000,0.5831,0.0195,0.0615
shamir,196000,0.5850,0.0203,0.0641
shamir,197000,0.5914,0.0193,0.0612
shamir,198000,0.5960,0.0204,0.0644
shamir,199000,0.5949,0.0227,0.0718
ssms,10,0.0024,0.0002,0.0006
ssms,20,0.0029,0.0001,0.0004
ssms,30,0.0024,0.0002,0.0006
ssms,40,0.0025,0.0002,0.0006
ssms,50,0.0025,0.0002,0.0006
ssms,60,0.0025,0.0002,0.0005
ssms,70,0.0023,0.0002,0.0007
ssms,80,0.0029,0.0005,0.0015
ssms,90,0.0027,0.0001,0.0004
ssms,100,0.0025,0.0002,0.0007
ssms,110,0.0027,0.0001,0.0004
ssms,120,0.0027,0.0002,0.0005
ssms,130,0.0025,0.0002,0.0006
ssms,140,0.0025,0.0002,0.0005
ssms,150,0.0023,0.0002,0.0007
ssms,160,0.0028,0.0001,0.0004
ssms,170,0.0029,0.0001,0.0005
ssms,180,0.0028,0.0001,0.0004
ssms,190,0.0030,0.0001,0.0002
ssms,200,0.0028,0.0001,0.0005
ssms,210,0.0027,0.0002,0.0005
ssms,220,0.0026,0.0002,0.0005
ssms,230,0.0026,0.0002,0.0005
ssms,240,0.0027,0.0001,0.0005
ssms,250,0.0026,0.0002,0.0005
ssms,260,0.0029,0.0001,0.0004
ssms,270,0.0029,0.0001,0.0003
ssms,280,0.0030,0.0001,0.0004
ssms,290,0.0029,0.0001,0.0004
ssms,300,0.0029,0.0001,0.0003
ssms,310,0.0030,0.0001,0.0003
ssms,320,0.0040,0.0013,0.0041
ssms,330,0.0025,0.0002,0.0006
ssms,340,0.0026,0.0002,0.0006
ssms,350,0.0027,0.0002,0.0005
ssms,360,0.0029,0.0001,0.0004
ssms,370,0.0029,0.0001,0.0004
ssms,380,0.0030,0.0001,0.0004
ssms,390,0.0027,0.0002,0.0006
ssms,400,0.0030,0.0002,0.0005
ssms,410,0.0029,0.0001,0.0004
ssms,420,0.0030,0.0001,0.0004
ssms,430,0.0030,0.0001,0.0003
ssms,440,0.0030,0.0001,0.0003
ssms,450,0.0029,0.0001,0.0004
ssms,460,0.0029,0.0001,0.0004
ssms,470,0.0030,0.0001,0.0003
ssms,480,0.0028,0.0002,0.0005
ssms,490,0.0030,0.0001,0.0003
ssms,500,0.0032,0.0002,0.0006
ssms,510,0.0031,0.0002,0.0006
ssms,520,0.0031,0.0002,0.0007
ssms,530,0.0034,0.0003,0.0010
ssms,540,0.0053,0.0021,0.0068
ssms,550,0.0032,0.0003,0.0010
ssms,560,0.0034,0.0002,0.0005
ssms,570,0.0031,0.0002,0.0007
ssms,580,0.0032,0.0002,0.0007
ssms,590,0.0031,0.0002,0.0006
ssms,600,0.0031,0.0002,0.0007
ssms,610,0.0031,0.0002,0.0007
ssms,620,0.0032,0.0002,0.0006
ssms,630,0.0031,0.0002,0.0007
ssms,640,0.0032,0.0002,0.0007
ssms,650,0.0035,0.0003,0.0009
ssms,660,0.0033,0.0002,0.0006
ssms,670,0.0037,0.0001,0.0004
ssms,680,0.0036,0.0002,0.0005
ssms,690,0.0036,0.0002,0.0005
ssms,700,0.0033,0.0002,0.0005
ssms,710,0.0034,0.0002,0.0007
ssms,720,0.0037,0.0001,0.0004
ssms,730,0.0039,0.0002,0.0007
ssms,740,0.0035,0.0002,0.0006
ssms,750,0.0038,0.0001,0.0004
ssms,760,0.0038,0.0002,0.0007
ssms,770,0.0034,0.0002,0.0006
ssms,780,0.0036,0.0001,0.0005
ssms,790,0.0033,0.0002,0.0008
ssms,800,0.0038,0.0003,0.0009
ssms,810,0.0041,0.0005,0.0017
ssms,820,0.0038,0.0002,0.0008
ssms,830,0.0040,0.0001,0.0005
ssms,840,0.0039,0.0001,0.0004
ssms,850,0.0037,0.0002,0.0005
ssms,860,0.0039,0.0004,0.0014
ssms,870,0.0036,0.0002,0.0006
ssms,880,0.0040,0.0001,0.0002
ssms,890,0.0039,0.0001,0.0004
ssms,900,0.0043,0.0003,0.0009
ssms,910,0.0035,0.0002,0.0006
ssms,920,0.0035,0.0002,0.0006
ssms,930,0.0039,0.0001,0.0004
ssms,940,0.0036,0.0003,0.0010
ssms,950,0.0035,0.0002,0.0006
ssms,960,0.0035,0.0002,0.0006
ssms,970,0.0039,0.0002,0.0006
ssms,980,0.0038,0.0003,0.0010
ssms,990,0.0039,0.0001,0.0004
ssms,1000,0.0043,0.0002,0.0007
ssms,1010,0.0045,0.0003,0.0009
ssms,1020,0.0041,0.0002,0.0006
ssms,1030,0.0041,0.0002,0.0006
ssms,1040,0.0040,0.0002,0.0006
ssms,1050,0.0042,0.0002,0.0008
ssms,1060,0.0041,0.0002,0.0006
ssms,1070,0.0041,0.0002,0.0007
ssms,1080,0.0042,0.0002,0.0006
ssms,1090,0.0040,0.0002,0.0006
ssms,1100,0.0041,0.0002,0.0006
ssms,1110,0.0042,0.0002,0.0005
ssms,1120,0.0045,0.0002,0.0006
ssms,1130,0.0043,0.0004,0.0011
ssms,1140,0.0042,0.0002,0.0006
ssms,1150,0.0041,0.0002,0.0006
ssms,1160,0.0043,0.0003,0.0009
ssms,1170,0.0041,0.0002,0.0007
ssms,1180,0.0044,0.0003,0.0008
ssms,1190,0.0041,0.0002,0.0005
ssms,1200,0.0043,0.0002,0.0007
ssms,1210,0.0044,0.0002,0.0005
ssms,1220,0.0044,0.0003,0.0008
ssms,1230,0.0040,0.0002,0.0007
ssms,1240,0.0042,0.0003,0.0008
ssms,1250,0.0043,0.0002,0.0005
ssms,1260,0.0045,0.0002,0.0007
ssms,1270,0.0043,0.0002,0.0006
ssms,1280,0.0042,0.0002,0.0007
ssms,1290,0.0041,0.0002,0.0005
ssms,1300,0.0044,0.0002,0.0008
ssms,1310,0.0042,0.0002,0.0005
ssms,1320,0.0041,0.0002,0.0007
ssms,1330,0.0040,0.0002,0.0006
ssms,1340,0.0043,0.0002,0.0006
ssms,1350,0.0041,0.0002,0.0006
ssms,1360,0.0042,0.0002,0.0006
ssms,1370,0.0044,0.0004,0.0012
ssms,1380,0.0042,0.0002,0.0006
ssms,1390,0.0042,0.0002,0.0007
ssms,1400,0.0044,0.0003,0.0009
ssms,1410,0.0042,0.0002,0.0007
ssms,1420,0.0042,0.0002,0.0006
ssms,1430,0.0046,0.0002,0.0007
ssms,1440,0.0045,0.0002,0.0008
ssms,1450,0.0046,0.0002,0.0008
ssms,1460,0.0043,0.0002,0.0007
ssms,1470,0.0046,0.0003,0.0009
ssms,1480,0.0058,0.0015,0.0049
ssms,1490,0.0048,0.0002,0.0006
ssms,1500,0.0049,0.0002,0.0005
ssms,1510,0.0048,0.0002,0.0005
ssms,1520,0.0050,0.0002,0.0005
ssms,1530,0.0051,0.0002,0.0005
ssms,1540,0.0051,0.0003,0.0010
ssms,1550,0.0050,0.0001,0.0003
ssms,1560,0.0049,0.0001,0.0004
ssms,1570,0.0050,0.0002,0.0006
ssms,1580,0.0050,0.0002,0.0007
ssms,1590,0.0050,0.0002,0.0007
ssms,1600,0.0047,0.0002,0.0006
ssms,1610,0.0047,0.0002,0.0005
ssms,1620,0.0050,0.0001,0.0004
ssms,1630,0.0048,0.0002,0.0006
ssms,1640,0.0050,0.0001,0.0005
ssms,1650,0.0049,0.0002,0.0005
ssms,1660,0.0046,0.0002,0.0005
ssms,1670,0.0049,0.0001,0.0004
ssms,1680,0.0047,0.0003,0.0008
ssms,1690,0.0053,0.0002,0.0008
ssms,1700,0.0049,0.0002,0.0005
ssms,1710,0.0049,0.0002,0.0005
ssms,1720,0.0049,0.0003,0.0008
ssms,1730,0.0046,0.0002,0.0007
ssms,1740,0.0050,0.0001,0.0004
ssms,1750,0.0052,0.0002,0.0007
ssms,1760,0.0051,0.0001,0.0004
ssms,1770,0.0047,0.0003,0.0008
ssms,1780,0.0045,0.0002,0.0006
ssms,1790,0.0045,0.0002,0.0006
ssms,1800,0.0048,0.0001,0.0004
ssms,1810,0.0049,0.0001,0.0003
ssms,1820,0.0050,0.0002,0.0005
ssms,1830,0.0049,0.0001,0.0004
ssms,1840,0.0050,0.0001,0.0003
ssms,1850,0.0050,0.0002,0.0006
ssms,1860,0.0051,0.0002,0.0005
ssms,1870,0.0053,0.0003,0.0008
ssms,1880,0.0052,0.0005,0.0015
ssms,1890,0.0051,0.0002,0.0005
ssms,1900,0.0049,0.0001,0.0004
ssms,1910,0.0049,0.0001,0.0004
ssms,1920,0.0049,0.0001,0.0004
ssms,1930,0.0049,0.0001,0.0004
ssms,1940,0.0049,0.0001,0.0004
ssms,1950,0.0050,0.0001,0.0004
ssms,1960,0.0051,0.0002,0.0006
ssms,1970,0.0050,0.0002,0.0006
ssms,1980,0.0049,0.0001,0.0005
ssms,1990,0.0052,0.0002,0.0007
ssms,2000,0.0050,0.0002,0.0007
ssms,2010,0.0052,0.0002,0.0007
ssms,2020,0.0052,0.0002,0.0006
ssms,2030,0.0053,0.0002,0.0005
ssms,2040,0.0052,0.0002,0.0006
ssms,2050,0.0051,0.0002,0.0005
ssms,2060,0.0051,0.0002,0.0006
ssms,2070,0.0051,0.0002,0.0007
ssms,2080,0.0050,0.0002,0.0005
ssms,2090,0.0051,0.0002,0.0005
ssms,2100,0.0054,0.0002,0.0006
ssms,2110,0.0053,0.0003,0.0009
ssms,2120,0.0052,0.0002,0.0005
ssms,2130,0.0052,0.0002,0.0006
ssms,2140,0.0051,0.0002,0.0005
ssms,2150,0.0054,0.0003,0.0008
ssms,2160,0.0051,0.0002,0.0005
ssms,2170,0.0055,0.0003,0.0008
ssms,2180,0.0053,0.0002,0.0007
ssms,2190,0.0052,0.0002,0.0006
ssms,2200,0.0051,0.0002,0.0005
ssms,2210,0.0051,0.0002,0.0005
ssms,2220,0.0052,0.0001,0.0004
ssms,2230,0.0051,0.0002,0.0005
ssms,2240,0.0051,0.0001,0.0004
ssms,2250,0.0054,0.0002,0.0007
ssms,2260,0.0051,0.0002,0.0006
ssms,2270,0.0051,0.0002,0.0006
ssms,2280,0.0065,0.0013,0.0040
ssms,2290,0.0051,0.0002,0.0006
ssms,2300,0.0052,0.0002,0.0007
ssms,2310,0.0055,0.0003,0.0009
ssms,2320,0.0054,0.0003,0.0009
ssms,2330,0.0056,0.0003,0.0008
ssms,2340,0.0056,0.0002,0.0008
ssms,2350,0.0053,0.0002,0.0005
ssms,2360,0.0052,0.0002,0.0006
ssms,2370,0.0054,0.0003,0.0010
ssms,2380,0.0051,0.0002,0.0007
ssms,2390,0.0054,0.0002,0.0007
ssms,2400,0.0052,0.0002,0.0006
ssms,2410,0.0052,0.0002,0.0006
ssms,2420,0.0066,0.0010,0.0031
ssms,2430,0.0055,0.0003,0.0008
ssms,2440,0.0054,0.0002,0.0006
ssms,2450,0.0054,0.0002,0.0006
ssms,2460,0.0056,0.0003,0.0009
ssms,2470,0.0053,0.0002,0.0007
ssms,2480,0.0061,0.0003,0.0008
ssms,2490,0.0062,0.0002,0.0006
ssms,2500,0.0060,0.0002,0.0008
ssms,2510,0.0064,0.0003,0.0008
ssms,2520,0.0059,0.0001,0.0004
ssms,2530,0.0059,0.0001,0.0004
ssms,2540,0.0064,0.0002,0.0007
ssms,2550,0.0060,0.0001,0.0004
ssms,2560,0.0062,0.0003,0.0008
ssms,2570,0.0060,0.0001,0.0004
ssms,2580,0.0062,0.0002,0.0005
ssms,2590,0.0061,0.0002,0.0005
ssms,2600,0.0060,0.0002,0.0007
ssms,2610,0.0060,0.0002,0.0007
ssms,2620,0.0060,0.0002,0.0006
ssms,2630,0.0059,0.0001,0.0004
ssms,2640,0.0061,0.0003,0.0008
ssms,2650,0.0061,0.0002,0.0008
ssms,2660,0.0063,0.0002,0.0007
ssms,2670,0.0059,0.0001,0.0004
ssms,2680,0.0062,0.0002,0.0008
ssms,2690,0.0057,0.0002,0.0005
ssms,2700,0.0061,0.0002,0.0006
ssms,2710,0.0060,0.0002,0.0007
ssms,2720,0.0064,0.0003,0.0009
ssms,2730,0.0062,0.0002,0.0006
ssms,2740,0.0066,0.0005,0.0016
ssms,2750,0.0072,0.0011,0.0036
ssms,2760,0.0061,0.0002,0.0006
ssms,2770,0.0064,0.0003,0.0008
ssms,2780,0.0064,0.0001,0.0005
ssms,2790,0.0063,0.0002,0.0006
ssms,2800,0.0060,0.0002,0.0005
ssms,2810,0.0062,0.0002,0.0008
ssms,2820,0.0060,0.0002,0.0007
ssms,2830,0.0065,0.0003,0.0011
ssms,2840,0.0061,0.0002,0.0007
ssms,2850,0.0062,0.0003,0.0008
ssms,2860,0.0063,0.0003,0.0009
ssms,2870,0.0061,0.0001,0.0005
ssms,2880,0.0059,0.0002,0.0006
ssms,2890,0.0063,0.0002,0.0007
ssms,2900,0.0063,0.0003,0.0009
ssms,2910,0.0062,0.0002,0.0007
ssms,2920,0.0061,0.0001,0.0005
ssms,2930,0.0063,0.0002,0.0008
ssms,2940,0.0061,0.0002,0.0005
ssms,2950,0.0065,0.0003,0.0009
ssms,2960,0.0062,0.0002,0.0006
ssms,2970,0.0063,0.0002,0.0007
ssms,2980,0.0064,0.0002,0.0007
ssms,2990,0.0064,0.0002,0.0006
ssms,3000,0.0062,0.0002,0.0007
ssms,3010,0.0062,0.0002,0.0007
ssms,3020,0.0068,0.0002,0.0007
ssms,3030,0.0062,0.0002,0.0007
ssms,3040,0.0080,0.0016,0.0051
ssms,3050,0.0063,0.0002,0.0007
ssms,3060,0.0065,0.0002,0.0007
ssms,3070,0.0064,0.0002,0.0007
ssms,3080,0.0069,0.0001,0.0005
ssms,3090,0.0071,0.0002,0.0006
ssms,3100,0.0070,0.0002,0.0005
ssms,3110,0.0064,0.0002,0.0006
ssms,3120,0.0065,0.0002,0.0005
ssms,3130,0.0071,0.0002,0.0006
ssms,3140,0.0065,0.0002,0.0005
ssms,3150,0.0064,0.0002,0.0006
ssms,3160,0.0065,0.0002,0.0007
ssms,3170,0.0066,0.0002,0.0006
ssms,3180,0.0067,0.0002,0.0006
ssms,3190,0.0067,0.0002,0.0007
ssms,3200,0.0065,0.0002,0.0007
ssms,3210,0.0065,0.0002,0.0007
ssms,3220,0.0065,0.0002,0.0005
ssms,3230,0.0066,0.0003,0.0009
ssms,3240,0.0079,0.0004,0.0012
ssms,3250,0.0064,0.0002,0.0007
ssms,3260,0.0066,0.0002,0.0005
ssms,3270,0.0064,0.0002,0.0005
ssms,3280,0.0069,0.0002,0.0006
ssms,3290,0.0067,0.0003,0.0011
ssms,3300,0.0066,0.0002,0.0007
ssms,3310,0.0080,0.0009,0.0027
ssms,3320,0.0068,0.0002,0.0006
ssms,3330,0.0070,0.0004,0.0013
ssms,3340,0.0070,0.0003,0.0008
ssms,3350,0.0070,0.0002,0.0007
ssms,3360,0.0077,0.0004,0.0013
ssms,3370,0.0072,0.0003,0.0010
ssms,3380,0.0080,0.0010,0.0033
ssms,3390,0.0070,0.0002,0.0007
ssms,3400,0.0070,0.0003,0.0009
ssms,3410,0.0073,0.0001,0.0004
ssms,3420,0.0071,0.0002,0.0006
ssms,3430,0.0078,0.0009,0.0029
ssms,3440,0.0066,0.0002,0.0006
ssms,3450,0.0064,0.0002,0.0007
ssms,3460,0.0070,0.0002,0.0008
ssms,3470,0.0067,0.0002,0.0008
ssms,3480,0.0075,0.0002,0.0008
ssms,3490,0.0071,0.0002,0.0006
ssms,3500,0.0071,0.0002,0.0005
ssms,3510,0.0072,0.0002,0.0005
ssms,3520,0.0069,0.0002,0.0005
ssms,3530,0.0076,0.0003,0.0009
ssms,3540,0.0071,0.0002,0.0007
ssms,3550,0.0073,0.0002,0.0007
ssms,3560,0.0070,0.0002,0.0006
ssms,3570,0.0070,0.0002,0.0006
ssms,3580,0.0071,0.0002,0.0007
ssms,3590,0.0070,0.0003,0.0010
ssms,3600,0.0069,0.0002,0.0007
ssms,3610,0.0069,0.0002,0.0007
ssms,3620,0.0076,0.0002,0.0007
ssms,3630,0.0077,0.0003,0.0008
ssms,3640,0.0075,0.0003,0.0009
ssms,3650,0.0073,0.0003,0.0009
ssms,3660,0.0070,0.0002,0.0006
ssms,3670,0.0074,0.0002,0.0007
ssms,3680,0.0071,0.0002,0.0006
ssms,3690,0.0081,0.0004,0.0011
ssms,3700,0.0073,0.0002,0.0007
ssms,3710,0.0072,0.0002,0.0007
ssms,3720,0.0075,0.0003,0.0009
ssms,3730,0.0074,0.0002,0.0007
ssms,3740,0.0074,0.0002,0.0006
ssms,3750,0.0074,0.0003,0.0008
ssms,3760,0.0078,0.0002,0.0008
ssms,3770,0.0077,0.0004,0.0012
ssms,3780,0.0074,0.0002,0.0006
ssms,3790,0.0081,0.0005,0.0017
ssms,3800,0.0073,0.0002,0.0006
ssms,3810,0.0074,0.0002,0.0007
ssms,3820,0.0077,0.0002,0.0006
ssms,3830,0.0076,0.0002,0.0008
ssms,3840,0.0074,0.0002,0.0007
ssms,3850,0.0075,0.0002,0.0007
ssms,3860,0.0077,0.0002,0.0008
ssms,3870,0.0071,0.0002,0.0007
ssms,3880,0.0076,0.0002,0.0006
ssms,3890,0.0079,0.0002,0.0007
ssms,3900,0.0077,0.0003,0.0008
ssms,3910,0.0073,0.0002,0.0007
ssms,3920,0.0074,0.0002,0.0007
ssms,3930,0.0077,0.0002,0.0007
ssms,3940,0.0075,0.0002,0.0007
ssms,3950,0.0081,0.0003,0.0010
ssms,3960,0.0078,0.0003,0.0008
ssms,3970,0.0081,0.0002,0.0007
ssms,3980,0.0082,0.0002,0.0006
ssms,3990,0.0076,0.0002,0.0007
ssms,4000,0.0077,0.0002,0.0007
ssms,4010,0.0077,0.0003,0.0009
ssms,4020,0.0076,0.0002,0.0006
ssms,4030,0.0080,0.0003,0.0009
ssms,4040,0.0076,0.0002,0.0006
ssms,4050,0.0076,0.0002,0.0007
ssms,4060,0.0079,0.0002,0.0007
ssms,4070,0.0077,0.0002,0.0007
ssms,4080,0.0082,0.0002,0.0006
ssms,4090,0.0080,0.0002,0.0007
ssms,4100,0.0083,0.0002,0.0006
ssms,4110,0.0076,0.0002,0.0006
ssms,4120,0.0100,0.0016,0.0052
ssms,4130,0.0078,0.0002,0.0006
ssms,4140,0.0082,0.0003,0.0008
ssms,4150,0.0080,0.0002,0.0007
ssms,4160,0.0080,0.0002,0.0007
ssms,4170,0.0077,0.0002,0.0007
ssms,4180,0.0086,0.0002,0.0007
ssms,4190,0.0083,0.0002,0.0007
ssms,4200,0.0082,0.0003,0.0008
ssms,4210,0.0077,0.0002,0.0007
ssms,4220,0.0085,0.0003,0.0010
ssms,4230,0.0077,0.0002,0.0006
ssms,4240,0.0086,0.0004,0.0012
ssms,4250,0.0082,0.0002,0.0007
ssms,4260,0.0084,0.0003,0.0009
ssms,4270,0.0081,0.0002,0.0007
ssms,4280,0.0083,0.0002,0.0006
ssms,4290,0.0081,0.0002,0.0007
ssms,4300,0.0083,0.0002,0.0007
ssms,4310,0.0085,0.0003,0.0010
ssms,4320,0.0084,0.0003,0.0009
ssms,4330,0.0085,0.0003,0.0009
ssms,4340,0.0083,0.0002,0.0008
ssms,4350,0.0077,0.0002,0.0006
ssms,4360,0.0101,0.0019,0.0061
ssms,4370,0.0084,0.0003,0.0010
ssms,4380,0.0078,0.0003,0.0009
ssms,4390,0.0080,0.0003,0.0009
ssms,4400,0.0077,0.0002,0.0008
ssms,4410,0.0084,0.0002,0.0007
ssms,4420,0.0085,0.0003,0.0009
ssms,4430,0.0080,0.0002,0.0006
ssms,4440,0.0079,0.0003,0.0009
ssms,4450,0.0088,0.0007,0.0022
ssms,4460,0.0077,0.0002,0.0007
ssms,4470,0.0082,0.0002,0.0007
ssms,4480,0.0083,0.0003,0.0009
ssms,4490,0.0082,0.0002,0.0007
ssms,4500,0.0081,0.0002,0.0007
ssms,4510,0.0081,0.0002,0.0007
ssms,4520,0.0081,0.0002,0.0007
ssms,4530,0.0086,0.0004,0.0012
ssms,4540,0.0087,0.0003,0.0009
ssms,4550,0.0081,0.0002,0.0007
ssms,4560,0.0083,0.0003,0.0008
ssms,4570,0.0088,0.0003,0.0010
ssms,4580,0.0083,0.0003,0.0009
ssms,4590,0.0089,0.0003,0.0011
ssms,4600,0.0087,0.0002,0.0007
ssms,4610,0.0090,0.0003,0.0008
ssms,4620,0.0092,0.0005,0.0017
ssms,4630,0.0083,0.0002,0.0007
ssms,4640,0.0081,0.0002,0.0007
ssms,4650,0.0085,0.0002,0.0007
ssms,4660,0.0086,0.0002,0.0006
ssms,4670,0.0085,0.0002,0.0007
ssms,4680,0.0081,0.0002,0.0008
ssms,4690,0.0085,0.0002,0.0008
ssms,4700,0.0081,0.0002,0.0007
ssms,4710,0.0084,0.0003,0.0008
ssms,4720,0.0088,0.0003,0.0009
ssms,4730,0.0083,0.0002,0.0006
ssms,4740,0.0083,0.0002,0.0007
ssms,4750,0.0085,0.0002,0.0008
ssms,4760,0.0093,0.0006,0.0020
ssms,4770,0.0084,0.0003,0.0009
ssms,4780,0.0083,0.0002,0.0006
ssms,4790,0.0081,0.0002,0.0007
ssms,4800,0.0083,0.0002,0.0007
ssms,4810,0.0084,0.0003,0.0008
ssms,4820,0.0081,0.0002,0.0008
ssms,4830,0.0082,0.0002,0.0007
ssms,4840,0.0088,0.0003,0.0009
ssms,4850,0.0084,0.0002,0.0007
ssms,4860,0.0083,0.0002,0.0007
ssms,4870,0.0093,0.0010,0.0031
ssms,4880,0.0094,0.0012,0.0039
ssms,4890,0.0085,0.0002,0.0008
ssms,4900,0.0085,0.0003,0.0008
ssms,4910,0.0089,0.0002,0.0006
ssms,4920,0.0095,0.0003,0.0008
ssms,4930,0.0082,0.0003,0.0008
ssms,4940,0.0089,0.0002,0.0007
ssms,4950,0.0084,0.0002,0.0006
ssms,4960,0.0086,0.0003,0.0008
ssms,4970,0.0091,0.0003,0.0008
ssms,4980,0.0089,0.0002,0.0007
ssms,4990,0.0093,0.0002,0.0006
ssms,5000,0.0090,0.0002,0.0007
ssms,6000,0.0106,0.0003,0.0008
ssms,7000,0.0117,0.0003,0.0009
ssms,8000,0.0128,0.0003,0.0009
ssms,9000,0.0148,0.0002,0.0008
ssms,10000,0.0164,0.0005,0.0016
ssms,11000,0.0164,0.0004,0.0013
ssms,12000,0.0193,0.0002,0.0008
ssms,13000,0.0214,0.0022,0.0069
ssms,14000,0.0341,0.0086,0.0270
ssms,15000,0.0410,0.0119,0.0376
ssms,16000,0.0366,0.0060,0.0190
ssms,17000,0.0396,0.0084,0.0266
ssms,18000,0.0429,0.0067,0.0212
ssms,19000,0.0435,0.0091,0.0286
ssms,20000,0.0419,0.0051,0.0162
ssms,21000,0.0451,0.0087,0.0275
ssms,22000,0.0475,0.0085,0.0268
ssms,23000,0.0503,0.0079,0.0251
ssms,24000,0.0505,0.0083,0.0262
ssms,25000,0.0509,0.0088,0.0279
ssms,26000,0.0461,0.0073,0.0232
ssms,27000,0.0457,0.0063,0.0199
ssms,28000,0.0556,0.0094,0.0298
ssms,29000,0.0594,0.0080,0.0254
ssms,30000,0.0594,0.0087,0.0277
ssms,31000,0.0506,0.0050,0.0159
ssms,32000,0.0563,0.0068,0.0215
ssms,33000,0.0633,0.0064,0.0204
ssms,34000,0.0639,0.0122,0.0384
ssms,35000,0.0678,0.0083,0.0261
ssms,36000,0.0612,0.0064,0.0204
ssms,37000,0.0657,0.0081,0.0256
ssms,38000,0.0667,0.0073,0.0230
ssms,39000,0.0672,0.0088,0.0280
ssms,40000,0.0690,0.0092,0.0290
ssms,41000,0.0705,0.0081,0.0255
ssms,42000,0.0732,0.0083,0.0261
ssms,43000,0.0718,0.0074,0.0235
ssms,44000,0.0750,0.0070,0.0221
ssms,45000,0.0730,0.0064,0.0202
ssms,46000,0.0786,0.0068,0.0215
ssms,47000,0.0845,0.0100,0.0317
ssms,48000,0.0834,0.0087,0.0275
ssms,49000,0.0940,0.0120,0.0381
ssms,50000,0.0908,0.0110,0.0348
ssms,51000,0.0990,0.0133,0.0422
ssms,52000,0.0988,0.0122,0.0384
ssms,53000,0.1061,0.0141,0.0447
ssms,54000,0.0960,0.0094,0.0296
ssms,55000,0.0991,0.0131,0.0413
ssms,56000,0.0979,0.0091,0.0287
ssms,57000,0.1008,0.0103,0.0326
ssms,58000,0.1037,0.0098,0.0309
ssms,59000,0.1007,0.0107,0.0337
ssms,60000,0.1059,0.0096,0.0303
ssms,61000,0.1113,0.0144,0.0456
ssms,62000,0.1099,0.0104,0.0329
ssms,63000,0.1139,0.0102,0.0324
ssms,64000,0.1140,0.0135,0.0427
ssms,65000,0.1138,0.0110,0.0346
ssms,66000,0.1156,0.0087,0.0274
ssms,67000,0.1174,0.0109,0.0344
ssms,68000,0.1202,0.0098,0.0309
ssms,69000,0.1214,0.0104,0.0330
ssms,70000,0.1196,0.0099,0.0314
ssms,71000,0.1228,0.0147,0.0464
ssms,72000,0.1262,0.0104,0.0329
ssms,73000,0.1224,0.0114,0.0361
ssms,74000,0.1257,0.0105,0.0332
ssms,75000,0.1268,0.0093,0.0294
ssms,76000,0.1279,0.0101,0.0320
ssms,77000,0.1285,0.0105,0.0331
ssms,78000,0.1324,0.0099,0.0313
ssms,79000,0.1361,0.0178,0.0563
ssms,80000,0.1266,0.0132,0.0418
ssms,81000,0.1319,0.0094,0.0299
ssms,82000,0.1344,0.0115,0.0364
ssms,83000,0.1335,0.0126,0.0399
ssms,84000,0.1361,0.0094,0.0297
ssms,85000,0.1744,0.0245,0.0776
ssms,86000,0.1675,0.0225,0.0713
ssms,87000,0.1600,0.0126,0.0399
